統計年,按照別,區域別代碼,區域別,懷孕期間,出生時體重,嬰兒出生數
111,按發生日期分,10017020,基隆市七堵區,41～42週,5001克及以上,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,1000克及以下,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,1001～1500克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,1501～2000克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,2001～2500克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,2501～3000克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,3001～3500克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,3501～4000克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,4001～4500克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,4501～5000克,0
111,按發生日期分,10017020,基隆市七堵區,43週以上,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,1001～1500克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,2001～2500克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,2501～3000克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,3001～3500克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,3501～4000克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,28週以下,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,1001～1500克,1
111,按發生日期分,10017030,基隆市暖暖區,28～31週,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,2001～2500克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,2501～3000克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,3001～3500克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,3501～4000克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,28～31週,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,32～35週,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,32～35週,1001～1500克,1
111,按發生日期分,10017030,基隆市暖暖區,32～35週,1501～2000克,2
111,按發生日期分,10017030,基隆市暖暖區,32～35週,2001～2500克,1
111,按發生日期分,10017030,基隆市暖暖區,32～35週,2501～3000克,2
111,按發生日期分,10017030,基隆市暖暖區,32～35週,3001～3500克,0
111,按發生日期分,10017030,基隆市暖暖區,32～35週,3501～4000克,0
111,按發生日期分,10017030,基隆市暖暖區,32～35週,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,32～35週,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,32～35週,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,36週,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,36週,1001～1500克,0
111,按發生日期分,10017030,基隆市暖暖區,36週,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,36週,2001～2500克,6
111,按發生日期分,10017030,基隆市暖暖區,36週,2501～3000克,6
111,按發生日期分,10017030,基隆市暖暖區,36週,3001～3500克,0
111,按發生日期分,10017030,基隆市暖暖區,36週,3501～4000克,0
111,按發生日期分,10017030,基隆市暖暖區,36週,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,36週,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,36週,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,37～39週,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,37～39週,1001～1500克,0
111,按發生日期分,10017030,基隆市暖暖區,37～39週,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,37～39週,2001～2500克,7
111,按發生日期分,10017030,基隆市暖暖區,37～39週,2501～3000克,56
111,按發生日期分,10017030,基隆市暖暖區,37～39週,3001～3500克,60
111,按發生日期分,10017030,基隆市暖暖區,37～39週,3501～4000克,10
111,按發生日期分,10017030,基隆市暖暖區,37～39週,4001～4500克,3
111,按發生日期分,10017030,基隆市暖暖區,37～39週,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,37～39週,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,40週,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,40週,1001～1500克,0
111,按發生日期分,10017030,基隆市暖暖區,40週,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,40週,2001～2500克,0
111,按發生日期分,10017030,基隆市暖暖區,40週,2501～3000克,0
111,按發生日期分,10017030,基隆市暖暖區,40週,3001～3500克,5
111,按發生日期分,10017030,基隆市暖暖區,40週,3501～4000克,3
111,按發生日期分,10017030,基隆市暖暖區,40週,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,40週,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,40週,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,1001～1500克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,2001～2500克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,2501～3000克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,3001～3500克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,3501～4000克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,41～42週,5001克及以上,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,1000克及以下,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,1001～1500克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,1501～2000克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,2001～2500克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,2501～3000克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,3001～3500克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,3501～4000克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,4001～4500克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,4501～5000克,0
111,按發生日期分,10017030,基隆市暖暖區,43週以上,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,1000克及以下,1
111,按發生日期分,10017040,基隆市仁愛區,28週以下,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,1501～2000克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,2001～2500克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,2501～3000克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,3001～3500克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,3501～4000克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,28週以下,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,1501～2000克,1
111,按發生日期分,10017040,基隆市仁愛區,28～31週,2001～2500克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,2501～3000克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,3001～3500克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,3501～4000克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,28～31週,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,1501～2000克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,2001～2500克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,2501～3000克,2
111,按發生日期分,10017040,基隆市仁愛區,32～35週,3001～3500克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,3501～4000克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,32～35週,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,36週,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,36週,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,36週,1501～2000克,1
111,按發生日期分,10017040,基隆市仁愛區,36週,2001～2500克,2
111,按發生日期分,10017040,基隆市仁愛區,36週,2501～3000克,3
111,按發生日期分,10017040,基隆市仁愛區,36週,3001～3500克,3
111,按發生日期分,10017040,基隆市仁愛區,36週,3501～4000克,0
111,按發生日期分,10017040,基隆市仁愛區,36週,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,36週,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,36週,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,37～39週,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,37～39週,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,37～39週,1501～2000克,0
111,按發生日期分,10017040,基隆市仁愛區,37～39週,2001～2500克,2
111,按發生日期分,10017040,基隆市仁愛區,37～39週,2501～3000克,44
111,按發生日期分,10017040,基隆市仁愛區,37～39週,3001～3500克,50
111,按發生日期分,10017040,基隆市仁愛區,37～39週,3501～4000克,10
111,按發生日期分,10017040,基隆市仁愛區,37～39週,4001～4500克,1
111,按發生日期分,10017040,基隆市仁愛區,37～39週,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,37～39週,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,40週,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,40週,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,40週,1501～2000克,0
111,按發生日期分,10017040,基隆市仁愛區,40週,2001～2500克,0
111,按發生日期分,10017040,基隆市仁愛區,40週,2501～3000克,2
111,按發生日期分,10017040,基隆市仁愛區,40週,3001～3500克,8
111,按發生日期分,10017040,基隆市仁愛區,40週,3501～4000克,1
111,按發生日期分,10017040,基隆市仁愛區,40週,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,40週,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,40週,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,1501～2000克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,2001～2500克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,2501～3000克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,3001～3500克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,3501～4000克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,41～42週,5001克及以上,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,1000克及以下,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,1001～1500克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,1501～2000克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,2001～2500克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,2501～3000克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,3001～3500克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,3501～4000克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,4001～4500克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,4501～5000克,0
111,按發生日期分,10017040,基隆市仁愛區,43週以上,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,28週以下,1000克及以下,1
111,按發生日期分,10017050,基隆市中山區,28週以下,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,1501～2000克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,2001～2500克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,2501～3000克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,3001～3500克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,3501～4000克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,28週以下,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,28～31週,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,28～31週,1001～1500克,1
111,按發生日期分,10017050,基隆市中山區,28～31週,1501～2000克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,2001～2500克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,2501～3000克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,3001～3500克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,3501～4000克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,28～31週,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,32～35週,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,32～35週,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,32～35週,1501～2000克,3
111,按發生日期分,10017050,基隆市中山區,32～35週,2001～2500克,4
111,按發生日期分,10017050,基隆市中山區,32～35週,2501～3000克,0
111,按發生日期分,10017050,基隆市中山區,32～35週,3001～3500克,0
111,按發生日期分,10017050,基隆市中山區,32～35週,3501～4000克,0
111,按發生日期分,10017050,基隆市中山區,32～35週,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,32～35週,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,32～35週,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,36週,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,36週,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,36週,1501～2000克,0
111,按發生日期分,10017050,基隆市中山區,36週,2001～2500克,2
111,按發生日期分,10017050,基隆市中山區,36週,2501～3000克,5
111,按發生日期分,10017050,基隆市中山區,36週,3001～3500克,0
111,按發生日期分,10017050,基隆市中山區,36週,3501～4000克,0
111,按發生日期分,10017050,基隆市中山區,36週,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,36週,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,36週,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,37～39週,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,37～39週,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,37～39週,1501～2000克,1
111,按發生日期分,10017050,基隆市中山區,37～39週,2001～2500克,6
111,按發生日期分,10017050,基隆市中山區,37～39週,2501～3000克,70
111,按發生日期分,10017050,基隆市中山區,37～39週,3001～3500克,59
111,按發生日期分,10017050,基隆市中山區,37～39週,3501～4000克,12
111,按發生日期分,10017050,基隆市中山區,37～39週,4001～4500克,1
111,按發生日期分,10017050,基隆市中山區,37～39週,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,37～39週,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,40週,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,40週,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,40週,1501～2000克,0
111,按發生日期分,10017050,基隆市中山區,40週,2001～2500克,0
111,按發生日期分,10017050,基隆市中山區,40週,2501～3000克,2
111,按發生日期分,10017050,基隆市中山區,40週,3001～3500克,7
111,按發生日期分,10017050,基隆市中山區,40週,3501～4000克,4
111,按發生日期分,10017050,基隆市中山區,40週,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,40週,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,40週,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,41～42週,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,41～42週,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,1501～2000克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,2001～2500克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,2501～3000克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,3001～3500克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,3501～4000克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,41～42週,5001克及以上,0
111,按發生日期分,10017050,基隆市中山區,43週以上,1000克及以下,0
111,按發生日期分,10017050,基隆市中山區,43週以上,1001～1500克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,1501～2000克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,2001～2500克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,2501～3000克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,3001～3500克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,3501～4000克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,4001～4500克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,4501～5000克,0
111,按發生日期分,10017050,基隆市中山區,43週以上,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,1000克及以下,1
111,按發生日期分,10017060,基隆市安樂區,28週以下,1001～1500克,2
111,按發生日期分,10017060,基隆市安樂區,28週以下,1501～2000克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,2001～2500克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,2501～3000克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,3001～3500克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,3501～4000克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,4001～4500克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,28週以下,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,1501～2000克,2
111,按發生日期分,10017060,基隆市安樂區,28～31週,2001～2500克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,2501～3000克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,3001～3500克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,3501～4000克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,4001～4500克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,28～31週,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,1501～2000克,2
111,按發生日期分,10017060,基隆市安樂區,32～35週,2001～2500克,4
111,按發生日期分,10017060,基隆市安樂區,32～35週,2501～3000克,3
111,按發生日期分,10017060,基隆市安樂區,32～35週,3001～3500克,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,3501～4000克,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,4001～4500克,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,32～35週,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,36週,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,36週,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,36週,1501～2000克,0
111,按發生日期分,10017060,基隆市安樂區,36週,2001～2500克,6
111,按發生日期分,10017060,基隆市安樂區,36週,2501～3000克,5
111,按發生日期分,10017060,基隆市安樂區,36週,3001～3500克,4
111,按發生日期分,10017060,基隆市安樂區,36週,3501～4000克,0
111,按發生日期分,10017060,基隆市安樂區,36週,4001～4500克,1
111,按發生日期分,10017060,基隆市安樂區,36週,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,36週,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,37～39週,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,37～39週,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,37～39週,1501～2000克,0
111,按發生日期分,10017060,基隆市安樂區,37～39週,2001～2500克,17
111,按發生日期分,10017060,基隆市安樂區,37～39週,2501～3000克,115
111,按發生日期分,10017060,基隆市安樂區,37～39週,3001～3500克,139
111,按發生日期分,10017060,基隆市安樂區,37～39週,3501～4000克,27
111,按發生日期分,10017060,基隆市安樂區,37～39週,4001～4500克,3
111,按發生日期分,10017060,基隆市安樂區,37～39週,4501～5000克,1
111,按發生日期分,10017060,基隆市安樂區,37～39週,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,40週,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,40週,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,40週,1501～2000克,0
111,按發生日期分,10017060,基隆市安樂區,40週,2001～2500克,0
111,按發生日期分,10017060,基隆市安樂區,40週,2501～3000克,5
111,按發生日期分,10017060,基隆市安樂區,40週,3001～3500克,10
111,按發生日期分,10017060,基隆市安樂區,40週,3501～4000克,2
111,按發生日期分,10017060,基隆市安樂區,40週,4001～4500克,0
111,按發生日期分,10017060,基隆市安樂區,40週,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,40週,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,1501～2000克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,2001～2500克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,2501～3000克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,3001～3500克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,3501～4000克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,4001～4500克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,41～42週,5001克及以上,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,1000克及以下,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,1001～1500克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,1501～2000克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,2001～2500克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,2501～3000克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,3001～3500克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,3501～4000克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,4001～4500克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,4501～5000克,0
111,按發生日期分,10017060,基隆市安樂區,43週以上,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,28週以下,1000克及以下,0
111,按發生日期分,10017070,基隆市信義區,28週以下,1001～1500克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,1501～2000克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,2001～2500克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,2501～3000克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,3001～3500克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,3501～4000克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,4001～4500克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,4501～5000克,0
111,按發生日期分,10017070,基隆市信義區,28週以下,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,28～31週,1000克及以下,0
111,按發生日期分,10017070,基隆市信義區,28～31週,1001～1500克,1
111,按發生日期分,10017070,基隆市信義區,28～31週,1501～2000克,1
111,按發生日期分,10017070,基隆市信義區,28～31週,2001～2500克,0
111,按發生日期分,10017070,基隆市信義區,28～31週,2501～3000克,0
111,按發生日期分,10017070,基隆市信義區,28～31週,3001～3500克,0
111,按發生日期分,10017070,基隆市信義區,28～31週,3501～4000克,0
111,按發生日期分,10017070,基隆市信義區,28～31週,4001～4500克,0
111,按發生日期分,10017070,基隆市信義區,28～31週,4501～5000克,0
111,按發生日期分,10017070,基隆市信義區,28～31週,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,32～35週,1000克及以下,0
111,按發生日期分,10017070,基隆市信義區,32～35週,1001～1500克,1
111,按發生日期分,10017070,基隆市信義區,32～35週,1501～2000克,3
111,按發生日期分,10017070,基隆市信義區,32～35週,2001～2500克,9
111,按發生日期分,10017070,基隆市信義區,32～35週,2501～3000克,4
111,按發生日期分,10017070,基隆市信義區,32～35週,3001～3500克,0
111,按發生日期分,10017070,基隆市信義區,32～35週,3501～4000克,0
111,按發生日期分,10017070,基隆市信義區,32～35週,4001～4500克,0
111,按發生日期分,10017070,基隆市信義區,32～35週,4501～5000克,0
111,按發生日期分,10017070,基隆市信義區,32～35週,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,36週,1000克及以下,0
111,按發生日期分,10017070,基隆市信義區,36週,1001～1500克,0
111,按發生日期分,10017070,基隆市信義區,36週,1501～2000克,1
111,按發生日期分,10017070,基隆市信義區,36週,2001～2500克,6
111,按發生日期分,10017070,基隆市信義區,36週,2501～3000克,7
111,按發生日期分,10017070,基隆市信義區,36週,3001～3500克,3
111,按發生日期分,10017070,基隆市信義區,36週,3501～4000克,1
111,按發生日期分,10017070,基隆市信義區,36週,4001～4500克,0
111,按發生日期分,10017070,基隆市信義區,36週,4501～5000克,0
111,按發生日期分,10017070,基隆市信義區,36週,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,37～39週,1000克及以下,0
111,按發生日期分,10017070,基隆市信義區,37～39週,1001～1500克,0
111,按發生日期分,10017070,基隆市信義區,37～39週,1501～2000克,0
111,按發生日期分,10017070,基隆市信義區,37～39週,2001～2500克,3
111,按發生日期分,10017070,基隆市信義區,37～39週,2501～3000克,78
111,按發生日期分,10017070,基隆市信義區,37～39週,3001～3500克,121
111,按發生日期分,10017070,基隆市信義區,37～39週,3501～4000克,25
111,按發生日期分,10017070,基隆市信義區,37～39週,4001～4500克,3
111,按發生日期分,10017070,基隆市信義區,37～39週,4501～5000克,1
111,按發生日期分,10017070,基隆市信義區,37～39週,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,40週,1000克及以下,0
111,按發生日期分,10017070,基隆市信義區,40週,1001～1500克,0
111,按發生日期分,10017070,基隆市信義區,40週,1501～2000克,0
111,按發生日期分,10017070,基隆市信義區,40週,2001～2500克,0
111,按發生日期分,10017070,基隆市信義區,40週,2501～3000克,2
111,按發生日期分,10017070,基隆市信義區,40週,3001～3500克,7
111,按發生日期分,10017070,基隆市信義區,40週,3501～4000克,4
111,按發生日期分,10017070,基隆市信義區,40週,4001～4500克,0
111,按發生日期分,10017070,基隆市信義區,40週,4501～5000克,0
111,按發生日期分,10017070,基隆市信義區,40週,5001克及以上,0
111,按發生日期分,10017070,基隆市信義區,41～42週,1000克及以下,0
